PassengerId,Name,Sex,No_of_siblings_aboard,Parents_&_children,Ticket, Ticket_Fare ,Port_Embarked,Age_Group,Citizens_Status,survivors
748, Miss. Anna,female,0,0,250648, £13.00 ,Southampton,Youth,Second class,survivor
749, Mr. Daniel Warner,male,1,0,113773, £53.10 ,Southampton,Youth,First class,dead
750, Mr. Michael,male,0,0,335097, £7.75 ,Queenstown,middle age,Third class,dead
751, Miss. Joan,female,1,1,29103, £23.00 ,Southampton,kid,Second class,survivor
752, Master. Meier,male,0,1,392096, £12.48 ,Southampton,kid,Third class,survivor
753, Mr. Johannes Joseph,male,0,0,345780, £9.50 ,Southampton,middle age,Third class,dead
754, Mr. Lalio,male,0,0,349204, £7.90 ,Southampton,Youth,Third class,dead
755, Mrs. Samuel Jane,female,1,2,220845, £65.00 ,Southampton,middle age,Second class,survivor
756, Master. Viljo,male,1,1,250649, £14.50 ,Southampton,kid,Second class,survivor
757, Mr. August Sigfrid,male,0,0,350042, £7.80 ,Southampton,Youth,Third class,dead
758, Mr. Percy Andrew,male,0,0,29108, £11.50 ,Southampton,Youth,Second class,dead
759, Mr. Thomas Leonard,male,0,0,363294, £8.05 ,Southampton,middle age,Third class,dead
760, the Countess. of,female,0,0,110152, £86.50 ,Southampton,middle age,First class,survivor
762, Mr. Iisakki Antino,male,0,0,SOTON/O2 3101272, £7.12 ,Southampton,middle age,Third class,dead
763, Mr. Hanna Assi,male,0,0,2663, £7.23 ,Cherbourg,Youth,Third class,survivor
764, Mrs. William Ernest,female,1,2,113760, £120.00 ,Southampton,middle age,First class,survivor
765, Mr. Hans Linus,male,0,0,347074, £7.78 ,Southampton,Teen,Third class,dead
766, Mrs. John C,female,1,0,13502, £77.96 ,Southampton,old,First class,survivor
768, Miss. Mary,female,0,0,364850, £7.75 ,Queenstown,middle age,Third class,dead
770, Mr. Daniel Danielsen,male,0,0,8471, £8.36 ,Southampton,middle age,Third class,dead
771, Mr. Rene Aime,male,0,0,345781, £9.50 ,Southampton,Youth,Third class,dead
772, Mr. Niels Peder,male,0,0,350047, £7.85 ,Southampton,middle age,Third class,dead
773, Mrs. Mary ,female,0,0,S.O./P.P. 3, £10.50 ,Southampton,old,Second class,dead
775, Mrs. Elizabeth Eliza,female,1,3,29105, £23.00 ,Southampton,old,Second class,survivor
776, Mr. Pehr Fabian,male,0,0,347078, £7.75 ,Southampton,Youth,Third class,dead
778, Miss. Virginia Ethel,female,0,0,364516, £12.48 ,Southampton,kid,Third class,survivor
780, Mrs. Edward Scott,female,0,1,24160, £211.34 ,Southampton,middle age,First class,survivor
781, Miss. Banoura,female,0,0,2687, £7.23 ,Cherbourg,Teen,Third class,survivor
782, Mrs. Albert Adrian,female,1,0,17474, £57.00 ,Southampton,Teen,First class,survivor
783, Mr. Milton Clyde,male,0,0,113501, £30.00 ,Southampton,Youth,First class,dead
785, Mr. William,male,0,0,SOTON/O.Q. 3101312, £7.05 ,Southampton,Youth,Third class,dead
786, Mr. Abraham David,male,0,0,374887, £7.25 ,Southampton,Youth,Third class,dead
787, Miss. Anna Sofia,female,0,0,3101265, £7.50 ,Southampton,Youth,Third class,survivor
788, Master. George Hugh,male,4,1,382652, £29.12 ,Queenstown,kid,Third class,dead
789, Master. Bertram Vere,male,1,2,C.A. 2315, £20.58 ,Southampton,kid,Third class,survivor
790, Mr. Benjamin,male,0,0,PC 17593, £79.20 ,Cherbourg,middle age,First class,dead
792, Mr. Alfred,male,0,0,239865, £26.00 ,Southampton,Teen,Second class,dead
795, Mr. Ristiu,male,0,0,349203, £7.90 ,Southampton,Youth,Third class,dead
796, Mr. Richard,male,0,0,28213, £13.00 ,Southampton,middle age,Second class,dead
797, Dr. Alice Farnham,female,0,0,17465, £25.93 ,Southampton,middle age,First class,survivor
798, Mrs. Mara,female,0,0,349244, £8.68 ,Southampton,middle age,Third class,survivor
799, Mr. Yousseff,male,0,0,2685, £7.23 ,Cherbourg,Youth,Third class,dead
800, Mrs. Jean Baptiste,female,1,1,345773, £24.15 ,Southampton,Youth,Third class,dead
801, Mr. Martin,male,0,0,250647, £13.00 ,Southampton,middle age,Second class,dead
802, Mrs. Harvey Charlotte,female,1,1,C.A. 31921, £26.25 ,Southampton,middle age,Second class,survivor
803, Master. William Thornton,male,1,2,113760, £120.00 ,Southampton,Teen,First class,survivor
804, Master. Assad Alexander,male,0,1,2625, £8.52 ,Cherbourg,kid,Third class,survivor
805, Mr. Oskar Arvid,male,0,0,347089, £6.98 ,Southampton,Youth,Third class,survivor
806, Mr. Karl Johan,male,0,0,347063, £7.78 ,Southampton,middle age,Third class,dead
807, Mr. Thomas Jr,male,0,0,112050, £-   ,Southampton,middle age,First class,dead
808, Miss. Ellen Natalia,female,0,0,347087, £7.78 ,Southampton,Youth,Third class,dead
809, Mr. August,male,0,0,248723, £13.00 ,Southampton,middle age,Second class,dead
810, Mrs. Norman Campbell,female,1,0,113806, £53.10 ,Southampton,middle age,First class,survivor
811, Mr. William,male,0,0,3474, £7.89 ,Southampton,Youth,Third class,dead
812, Mr. James,male,0,0,A/4 48871, £24.15 ,Southampton,middle age,Third class,dead
813, Mr. Richard James,male,0,0,28206, £10.50 ,Southampton,middle age,Second class,dead
814, Miss. Ebba Iris,female,4,2,347082, £31.28 ,Southampton,kid,Third class,dead
815, Mr. Ernest Portage,male,0,0,364499, £8.05 ,Southampton,middle age,Third class,dead
817, Miss. Wendla Maria,female,0,0,STON/O2. 3101290, £7.92 ,Southampton,Youth,Third class,dead
818, Mr. Albert,male,1,1,S.C./PARIS 2079, £37.00 ,Cherbourg,middle age,Second class,dead
819, Mr. John Fredrik,male,0,0,C 7075, £6.45 ,Southampton,middle age,Third class,dead
820, Master. Karl Thorsten,male,3,2,347088, £27.90 ,Southampton,kid,Third class,dead
821, Mrs. Charles Melville,female,1,1,12749, £93.50 ,Southampton,old,First class,survivor
822, Mr. Nikola,male,0,0,315098, £8.66 ,Southampton,Youth,Third class,survivor
823, Jonkheer. John George,male,0,0,19972, £-   ,Southampton,middle age,First class,dead
824, Mrs. Beila ,female,0,1,392096, £12.48 ,Southampton,Youth,Third class,survivor
825, Master. Urho Abraham,male,4,1,3101295, £39.69 ,Southampton,kid,Third class,dead
828, Master. Andre,male,0,2,S.C./PARIS 2079, £37.00 ,Cherbourg,kid,Second class,survivor
830, Mrs. George Nelson,female,0,0,113572, £80.00 ,NULL,old,First class,survivor
831, Mrs. Antoni Selini,female,1,0,2659, £14.45 ,Cherbourg,Teen,Third class,survivor
832, Master. George Sibley,male,1,1,29106, £18.75 ,Southampton,kid,Second class,survivor
834, Mr. Albert,male,0,0,347468, £7.85 ,Southampton,Youth,Third class,dead
835, Mr. Owen George,male,0,0,2223, £8.30 ,Southampton,Youth,Third class,dead
836, Miss. Sara Rebecca,female,1,1,PC 17756, £83.16 ,Cherbourg,middle age,First class,survivor
837, Mr. Jakob,male,0,0,315097, £8.66 ,Southampton,Youth,Third class,dead
839, Mr. Chang,male,0,0,1601, £56.50 ,Southampton,middle age,Third class,survivor
841, Mr. Ilmari Rudolf,male,0,0,SOTON/O2 3101287, £7.92 ,Southampton,Youth,Third class,dead
842, Mr. Thomas Charles,male,0,0,S.O./P.P. 3, £10.50 ,Southampton,Teen,Second class,dead
843, Miss. Augusta,female,0,0,113798, £31.00 ,Cherbourg,Youth,First class,survivor
844, Mr. Peter L,male,0,0,2683, £6.44 ,Cherbourg,middle age,Third class,dead
845, Mr. Jeso,male,0,0,315090, £8.66 ,Southampton,Teen,Third class,dead
846, Mr. Anthony,male,0,0,C.A. 5547, £7.55 ,Southampton,middle age,Third class,dead
848, Mr. Marin,male,0,0,349213, £7.90 ,Cherbourg,middle age,Third class,dead
849, Rev. John,male,0,1,248727, £33.00 ,Southampton,Youth,Second class,dead
851, Master. Sigvard Harald,male,4,2,347082, £31.28 ,Southampton,kid,Third class,dead
852, Mr. Johan,male,0,0,347060, £7.78 ,Southampton,old,Third class,dead
853, Miss. Nourelain,female,1,1,2678, £15.25 ,Cherbourg,kid,Third class,dead
854, Miss. Mary Conover,female,0,1,PC 17592, £39.40 ,Southampton,Teen,First class,survivor
855, Mrs. Ernest Courtenay,female,1,0,244252, £26.00 ,Southampton,middle age,Second class,dead
856, Mrs. Sam Leah,female,0,1,392091, £9.35 ,Southampton,Youth,Third class,survivor
857, Mrs. George Dennick,female,1,1,36928, £164.87 ,Southampton,middle age,First class,survivor
858, Mr. Peter Denis,male,0,0,113055, £26.55 ,Southampton,old,First class,survivor
859, Mrs. Solomon Latifa,female,0,3,2666, £19.26 ,Cherbourg,Youth,Third class,survivor
861, Mr. Claus Peter,male,2,0,350026, £14.11 ,Southampton,middle age,Third class,dead
862, Mr. Frederick Edward,male,1,0,28134, £11.50 ,Southampton,Youth,Second class,dead
863, Mrs. Frederick Joel,female,0,0,17466, £25.93 ,Southampton,middle age,First class,survivor
865, Mr. John William,male,0,0,233866, £13.00 ,Southampton,Youth,Second class,dead
866, Mrs. Karolina ,female,0,0,236852, £13.00 ,Southampton,middle age,Second class,survivor
867, Miss. Asuncion,female,1,0,SC/PARIS 2149, £13.86 ,Cherbourg,Youth,Second class,survivor
868, Mr. Washington Augustus,male,0,0,PC 17590, £50.50 ,Southampton,middle age,First class,dead
870, Master. Harold Theodor,male,1,1,347742, £11.13 ,Southampton,kid,Third class,survivor
871, Mr. Cerin,male,0,0,349248, £7.90 ,Southampton,Youth,Third class,dead
872, Mrs. Richard Leonard,female,1,1,11751, £52.55 ,Southampton,middle age,First class,survivor
873, Mr. Frans Olof,male,0,0,695, £5.00 ,Southampton,middle age,First class,dead
874, Mr. Victor,male,0,0,345765, £9.00 ,Southampton,middle age,Third class,dead
875, Mrs. Samuel Hannah,female,1,0,P/PP 3381, £24.00 ,Cherbourg,Youth,Second class,survivor
876, Miss. Adele Kiamie,female,0,0,2667, £7.22 ,Cherbourg,Teen,Third class,survivor
877, Mr. Alfred Ossian,male,0,0,7534, £9.85 ,Southampton,Youth,Third class,dead
878, Mr. Nedelio,male,0,0,349212, £7.90 ,Southampton,Youth,Third class,dead
880, Mrs. Thomas Jr,female,0,1,11767, £83.16 ,Cherbourg,old,First class,survivor
881, Mrs. William Imanita,female,0,1,230433, £26.00 ,Southampton,Youth,Second class,survivor
882, Mr. Johann,male,0,0,349257, £7.90 ,Southampton,middle age,Third class,dead
883, Miss. Gerda Ulrika,female,0,0,7552, £10.52 ,Southampton,Youth,Third class,dead
884, Mr. Frederick James,male,0,0,C.A./SOTON 34068, £10.50 ,Southampton,Youth,Second class,dead
885, Mr. Henry Jr,male,0,0,SOTON/OQ 392076, £7.05 ,Southampton,Youth,Third class,dead
886, Mrs. William Margaret,female,0,5,382652, £29.12 ,Queenstown,middle age,Third class,dead
887, Rev. Juozas,male,0,0,211536, £13.00 ,Southampton,Youth,Second class,dead
888, Miss. Margaret Edith,female,0,0,112053, £30.00 ,Southampton,Youth,First class,survivor
890, Mr. Karl Howell,male,0,0,111369, £30.00 ,Cherbourg,Youth,First class,survivor
891, Mr. Patrick,male,0,0,370376, £7.75 ,Queenstown,middle age,Third class,dead
